ETITLE:      TS           BOND          ANGLE          DIHED          IMPRP               ELECT            VDW       BOUNDARY           MISC        KINETIC               TOTAL           TEMP      POTENTIAL         TOTAL3        TEMPAVG            PRESSURE      GPRESSURE         VOLUME       PRESSAVG      GPRESSAVG
ENERGY:      51       199.9468       147.8629         0.0000         0.0000          -5566.7927      1329.1189         0.0000         0.0000         0.0000          -3889.8642         0.0000     -3889.8642     -3889.8642         0.0000          12437.8489       245.2251     23823.1240     12437.8489       245.2251
ENERGY:      52       203.7681       148.4760         0.0000         0.0000          -5600.7893      1279.6925         0.0000         0.0000         0.0000          -3968.8527         0.0000     -3968.8527     -3968.8527         0.0000          11413.1538      -656.4049     23823.1240     11413.1538      -656.4049
ENERGY:      53       203.9101       148.5636         0.0000         0.0000          -5614.6126      1219.3684         0.0000         0.0000         0.0000          -4042.7705         0.0000     -4042.7705     -4042.7705         0.0000          10601.2434     -1518.8554     23823.1240     10601.2434     -1518.8554
ENERGY:      54       205.8141       149.0529         0.0000         0.0000          -5628.3887      1179.3717         0.0000         0.0000         0.0000          -4094.1499         0.0000     -4094.1499     -4094.1499         0.0000          10017.4001     -2138.6601     23823.1240     10017.4001     -2138.6601
ENERGY:      55       153.7331       147.8286         0.0000         0.0000          -5640.1795      1176.2114         0.0000         0.0000         0.0000          -4162.4063         0.0000     -4162.4063     -4162.4063         0.0000           9978.1289     -2278.9616     23823.1240      9978.1289     -2278.9616
ENERGY:      56       146.2826       147.3674         0.0000         0.0000          -5651.9211      1179.4048         0.0000         0.0000         0.0000          -4178.8663         0.0000     -4178.8663     -4178.8663         0.0000           9913.0630     -2335.0119     23823.1240      9913.0630     -2335.0119
ENERGY:      57       184.2772       147.3741         0.0000         0.0000          -5663.6227      1190.4047         0.0000         0.0000         0.0000          -4141.5667         0.0000     -4141.5667     -4141.5667         0.0000           9838.2821     -2285.8912     23823.1240      9838.2821     -2285.8912
ENERGY:      58       144.2139       147.4131         0.0000         0.0000          -5649.6923      1178.2470         0.0000         0.0000         0.0000          -4179.8183         0.0000     -4179.8183     -4179.8183         0.0000           9926.7549     -2331.7233     23823.1240      9926.7549     -2331.7233
ENERGY:      59       148.8909       148.0886         0.0000         0.0000          -5677.4113      1121.1520         0.0000         0.0000         0.0000          -4259.2798         0.0000     -4259.2798     -4259.2798         0.0000           9087.9479     -3286.7942     23823.1240      9087.9479     -3286.7942
ENERGY:      60       156.9565       150.4932         0.0000         0.0000          -5704.8629      1080.4200         0.0000         0.0000         0.0000          -4316.9932         0.0000     -4316.9932     -4316.9932         0.0000           8388.8140     -4054.9395     23823.1240      8388.8140     -4054.9395
